FileName,VoiceVote,VoiceLevel,FaceVote,FaceLevel,MultiModalVote,MultiModalLevel,is_correct,filecode
1053_IWW_SAD_XX,S,46,F,58,F,64.83,1.0,S
1053_IWW_ANG_XX,A,59.25,A,77.3,A,69,1.0,A
1053_IWW_FEA_XX,F,44.75,F,54.2,F,77.8,1.0,F
1053_IWW_DIS_XX,D,43,D,76.14,D,76.83,1.0,D
1053_TAI_NEU_XX,N,81.62,N,57.43,N,79.12,1.0,N
1053_TAI_HAP_XX,N,65.75,H,72.6,H,83.8,0.0,H
1053_TAI_SAD_XX,F,60.75,S,73.4,S,52.6,0.0,S
1053_TAI_ANG_XX,A,75.86,A,84.7,A,81.8,1.0,A
1053_TAI_FEA_XX,F,77,F,67.62,F,82.4,1.0,F
1053_TAI_DIS_XX,A,60.5,S,71.8,D,72.29,0.0,D
1053_MTI_NEU_XX,N,75.78,N,53,N,84.12,1.0,N
1053_MTI_HAP_XX,N,59.8,H,72.22,H,68.78,0.0,H
1053_MTI_SAD_XX,S,39.5,S,60.6,S,57.33,1.0,S
1053_MTI_ANG_XX,A,67.33,A,77.67,A,85.44,1.0,A
1053_MTI_FEA_XX,F,55.8,A:F,42.4:65.6,F,67,1.0,F
1053_MTI_DIS_XX,S,42.75,S,71.43,A,56.33,0.0,D
1053_IWL_NEU_XX,N,65.44,N,67.67,N,78.89,1.0,N
1053_IWL_HAP_XX,N,65.5,H,81.89,H,78.88,0.0,H
1053_IWL_SAD_XX,N,85.75,S,49.67,S,50.14,0.0,S
1053_IWL_ANG_XX,A:N,62:56,A,67.25,A,67.86,0.0,A
1053_IWL_FEA_XX,F,59.5,F,69.5,F,59.38,1.0,F
1053_IWL_DIS_XX,D,74.33,A,73.4,A,73,1.0,D
1053_ITH_NEU_XX,N,80.67,N,85.33,N,63.22,1.0,N
1053_ITH_HAP_XX,F,81.5,H,84.3,H,65.78,0.0,H
1053_ITH_SAD_XX,N,72.4,F,51.4,F,74.14,0.0,S
1053_ITH_ANG_XX,A,62.5,A,70.33,A,66,1.0,A
1053_ITH_FEA_XX,F,60.22,F,57.33,F,68.12,1.0,F
1053_ITH_DIS_XX,F,65.25,S,56.75,D:F,74.00:64.75,0.0,D
1053_DFA_NEU_XX,N,87,N,68.2,N,71.75,1.0,N
1053_DFA_HAP_XX,N,66.67,H,83.82,H,79.89,0.0,H
1053_DFA_SAD_XX,N,55,S,42.75,S,51.4,0.0,S
1053_DFA_ANG_XX,A,45,A,63.14,A,67.88,1.0,A
1053_DFA_FEA_XX,N,67.4,F,66.44,F,55.17,0.0,F
1053_DFA_DIS_XX,D,61.67,D,59.8,D,61.33,1.0,D
1053_ITS_NEU_XX,N,79.5,N,77,N,74.12,1.0,N
1053_ITS_HAP_XX,H,55.4,H,75.56,H,82.8,1.0,H
1053_ITS_SAD_XX,F:N,27.75:58.75,S,66.25,F,49.57,0.0,S
1053_ITS_ANG_XX,D,50.75,A,78.57,A,75.5,0.0,A
1053_ITS_FEA_XX,F,66,F,58.38,F,72.2,1.0,F
1053_ITS_DIS_XX,D:N,54.50:68.75,D,65.38,D,60.25,0.0,D
1053_TSI_NEU_XX,N,76.6,N,69.43,N,81.78,1.0,N
1053_TSI_HAP_XX,A,51.5,H,78.11,H,68.5,0.0,H
1053_TSI_SAD_XX,N,59.4,F:S,62.25:63.50,S,68.8,0.0,S
1053_TSI_ANG_XX,A,63.4,A,79.71,A,67.5,1.0,A
1053_TSI_FEA_XX,F,82.5,F,53.14,F,71.22,1.0,F
1053_TSI_DIS_XX,N,68,S,55.67,D,73,0.0,D
1053_WSI_NEU_XX,N,75.71,N,41.5,N,71.22,1.0,N
1053_WSI_HAP_XX,A,34.4,H,86.75,H,61.25,0.0,H
1053_WSI_SAD_XX,N,53.5,F,54.8,S,49.5,0.0,S
1053_WSI_ANG_XX,A,54.62,A,73.78,A,78.67,1.0,A
1053_WSI_FEA_XX,F,51,F,69.14,F,61.71,1.0,F
1053_WSI_DIS_XX,A,42.12,A,72.5,D,68.62,0.0,D
1054_IEO_NEU_XX,N,77.5,N,80.12,N,84.38,1.0,N
1054_IEO_HAP_LO,N,61.86,H,69.75,H,63.12,0.0,H
1054_IEO_HAP_MD,D,39.75,H,78.25,H,77.9,0.0,H
1054_IEO_HAP_HI,F:H,67.75:71.25,H,80,H,74.8,0.0,H
1054_IEO_SAD_LO,N,64,S,48.5,S,46.67,0.0,S
1054_IEO_SAD_MD,N,51.4,N,66.75,N,69.78,0.0,S
1054_IEO_SAD_HI,S,66.33,S,77.2,F,75.4,1.0,S
1054_IEO_ANG_LO,H,64.67,A,34,A,32.83,0.0,A
1054_IEO_ANG_MD,N,75,A,52.67,A,46.5,0.0,A
1054_IEO_ANG_HI,A,82,A,71.4,A,84.89,1.0,A
1054_IEO_FEA_LO,N,47.25,A,16,F,45.25,0.0,F
1054_IEO_FEA_MD,F,41,S,64,S,51.5,1.0,F
1054_IEO_FEA_HI,F,61.56,F,78.89,F,85.5,1.0,F
1054_IEO_DIS_LO,S,45,D,43,D,59.5,0.0,D
1054_IEO_DIS_MD,D,53,F,52.71,D,60.33,1.0,D
1054_IEO_DIS_HI,D,42.86,D,66,D,59.29,1.0,D
1054_TIE_NEU_XX,N,67.88,N,77,N,82.38,1.0,N
1054_TIE_HAP_XX,H,38.2,H,76.88,H,74.7,1.0,H
1054_TIE_SAD_XX,S,41,N,45.67,S,61.5,1.0,S
1054_TIE_ANG_XX,D,59.2,A,76.4,A,55,0.0,A
1054_TIE_FEA_XX,N,52.4,F,47.25,F,64.5,0.0,F
1054_TIE_DIS_XX,D,57.33,F,57.75,D,60,1.0,D
1054_IOM_NEU_XX,N,54.5,N,76.86,N,64.62,1.0,N
1054_IOM_HAP_XX,N,69.67,H,77.44,H,58.38,0.0,H
1054_IOM_SAD_XX,N:S,38:37,N,57.5,N,66.25,0.0,S
1054_IOM_ANG_XX,A,38.8,A,58.6,D,70,1.0,A
1054_IOM_FEA_XX,N,58.83,F,61.44,F,61.78,0.0,F
1054_IOM_DIS_XX,D,72.71,D,60,D,72.6,1.0,D
1054_IWW_NEU_XX,N,59.33,N,74.25,N,86,1.0,N
1054_IWW_HAP_XX,H,55.8,H,67.67,H,65.33,1.0,H
1054_IWW_SAD_XX,F:S,42.67:53.67,F,63,F,60.12,0.0,S
1054_IWW_ANG_XX,A,79.62,A,74.5,A,72.14,1.0,A
1054_IWW_FEA_XX,F,69.67,F,60.1,F,61.3,1.0,F
1054_IWW_DIS_XX,F,55,D,62.6,F,57.8,0.0,D
1054_TAI_NEU_XX,N,70.17,N,71.5,N,66,1.0,N
1054_TAI_HAP_XX,H,56.83,H,76,H,72.11,1.0,H
1054_TAI_SAD_XX,F:S,40:85,F,46.83,F,69.43,0.0,S
1054_TAI_ANG_XX,A,59.6,D,77,A:D,59.6:68.2,1.0,A
1054_TAI_FEA_XX,S,35.25,N,59.8,F,40.25,0.0,F
1054_TAI_DIS_XX,F:S,55.33:43.67,D,57.12,D,68.8,0.0,D
1054_MTI_NEU_XX,N,61.33,N,62.5,N,76.12,1.0,N
1054_MTI_HAP_XX,S,48,H,81.12,H,67.67,0.0,H
1054_MTI_SAD_XX,S,75.38,F,45.43,F:S,57.00:55.25,1.0,S
1054_MTI_ANG_XX,A,61.6,A,66.89,A,85.71,1.0,A
1054_MTI_FEA_XX,N,72.25,F,56.17,F,41.88,0.0,F
1054_MTI_DIS_XX,D:N,58:66,D,49,F,57,0.0,D
1054_IWL_NEU_XX,N,77.33,N,58.5,N,73.86,1.0,N
1054_IWL_HAP_XX,H:N,43.6:72.4,H,77.89,H,68.1,0.0,H
1054_IWL_SAD_XX,N,61.71,N,67.2,N,63,0.0,S
1054_IWL_ANG_XX,N,74.33,A,79.29,A,72,0.0,A
1054_IWL_FEA_XX,N,82,F,51.5,F,60.33,0.0,F
1054_IWL_DIS_XX,N,75,D,67.86,D,60.2,0.0,D
1054_ITH_NEU_XX,N,62.29,N,59.6,N,67.75,1.0,N
1054_ITH_HAP_XX,N,78.56,H,74.3,H,77,0.0,H
1054_ITH_SAD_XX,F,51.4,F:N,57.75:83.50,F,68.29,0.0,S
1054_ITH_ANG_XX,F,55.75,A,83.67,A,65.62,0.0,A
1054_ITH_FEA_XX,F,38.57,F,74.25,F,57.9,1.0,F
1054_ITH_DIS_XX,N:S,67.75:63.25,D,49.5,F:S,67.50:67.25,0.0,D
1054_DFA_NEU_XX,N,79,N,60.62,N,75,1.0,N
1054_DFA_HAP_XX,H,49.17,H,85.64,H,66.64,1.0,H
1054_DFA_SAD_XX,N,67.6,F:N,71.0:70.5,F,42.4,0.0,S
1054_DFA_ANG_XX,A,46.5,A,75,A,65.71,1.0,A
1054_DFA_FEA_XX,N,61.75,F,42.33,F,44.43,0.0,F
1054_DFA_DIS_XX,N,56.5,D,74.17,D,68.4,0.0,D
1054_ITS_NEU_XX,N,73.5,N,77.33,N,68.29,1.0,N
1054_ITS_HAP_XX,H,73.57,H,76.6,H,75,1.0,H
1054_ITS_SAD_XX,F,41,H:N,23.67:50.33,F,44.4,0.0,S
1054_ITS_ANG_XX,N,71.17,A,65.43,A,49,0.0,A
1054_ITS_FEA_XX,N,69.6,F,61,F,54.56,0.0,F
1054_ITS_DIS_XX,S,51.25,F,53.17,D:F,71.00:75.33,0.0,D
1054_TSI_NEU_XX,N,66.25,N,65.25,N,62.8,1.0,N
1054_TSI_HAP_XX,F,56.38,H,78.36,H,58.22,0.0,H
1054_TSI_SAD_XX,F,48,N,73.25,N,62,0.0,S
1054_TSI_ANG_XX,D,55.2,A,75.22,D,88.5,0.0,A
1054_TSI_FEA_XX,F,67,F,69.33,F,71,1.0,F
1054_TSI_DIS_XX,N,63.33,D,31.25,D,69.14,0.0,D
1054_WSI_NEU_XX,N,63.83,N,76.5,N,71.2,1.0,N
1054_WSI_HAP_XX,N,53.75,H,81.7,H,71.3,0.0,H
1054_WSI_SAD_XX,N,43.4,N,75.14,N,75.5,0.0,S
1054_WSI_ANG_XX,A,65,A,76,A,73.2,1.0,A
1054_WSI_FEA_XX,F,45.4,F,52.83,F,55,1.0,F
1054_WSI_DIS_XX,D,65.75,F,54.67,D,59.4,1.0,D
1055_IEO_NEU_XX,N,61.75,N,74,N,78.4,1.0,N
1055_IEO_HAP_LO,H,38.25,D:H,47.00:62.33,N,65,1.0,H
1055_IEO_HAP_MD,N,75.6,H,79.1,H,74.78,0.0,H
1055_IEO_HAP_HI,F,84.38,H,84.12,H,83.71,0.0,H
1055_IEO_SAD_LO,N,41.5,N,76.56,N,67.88,0.0,S
1055_IEO_SAD_MD,N,49,N,62.8,N,70.6,0.0,S
1055_IEO_SAD_HI,S,53.75,S,65.8,F:N,69.50:92.25,1.0,S
1055_IEO_ANG_LO,N,68.8,N,60,D,31.25,0.0,A
1055_IEO_ANG_MD,N,70.2,N,55.6,N,54.75,0.0,A
1055_IEO_ANG_HI,A,91,A,82.25,A,89.22,1.0,A
1055_IEO_FEA_LO,N,79.4,A,45.67,F,57,0.0,F
1055_IEO_FEA_MD,N,69.29,N,65.5,F,71,0.0,F
1055_IEO_FEA_HI,F,65,F,66,F,72,1.0,F
1055_IEO_DIS_LO,N,51.17,D,81.88,D,88.17,0.0,D
1055_IEO_DIS_MD,D,55,D,84.7,D,75.8,1.0,D
1055_IEO_DIS_HI,D,65.33,D,90,D,67,1.0,D
1055_TIE_NEU_XX,N,79.5,N,84.25,N,56,1.0,N
1055_TIE_HAP_XX,N,87.67,H,81.38,H,69,0.0,H
1055_TIE_SAD_XX,N,82,N,61,N,79.83,0.0,S
1055_TIE_ANG_XX,A,71,A,59.57,A,70.38,1.0,A
1055_TIE_FEA_XX,F,63.6,F,60.4,F,68.5,1.0,F
1055_TIE_DIS_XX,D,56.4,D,79,D,86.33,1.0,D
1055_IOM_NEU_XX,N,74.75,N,69,N,68.86,1.0,N
1055_IOM_HAP_XX,H,43.5,H,66.56,H,82.8,1.0,H
1055_IOM_SAD_XX,N,72.62,N,72.4,N,78.38,0.0,S
1055_IOM_ANG_XX,D:N,54.33:58.67,A,62.5,A,50,0.0,A
1055_IOM_FEA_XX,F,53.5,A,48,F,57,1.0,F
1055_IOM_DIS_XX,D,42.25,D,74.75,D,62,1.0,D
1055_IWW_NEU_XX,N,85.5,N,62.4,N,67.5,1.0,N
1055_IWW_HAP_XX,N,70,H,74.29,H,55.45,0.0,H
1055_IWW_SAD_XX,N,13.75,N,77.67,F:N,30.75:62.75,0.0,S
1055_IWW_ANG_XX,D,69.2,D,74.25,A,51.25,0.0,A
1055_IWW_FEA_XX,F,60,F,53.71,F,54,1.0,F
1055_IWW_DIS_XX,F,56.6,D,74.78,D,56.2,0.0,D
1055_TAI_NEU_XX,N,76.17,N,60,N,79.29,1.0,N
1055_TAI_HAP_XX,N,58.83,H,84.11,H,61.11,0.0,H
1055_TAI_SAD_XX,N,62.57,N,83.33,S,40.33,0.0,S
1055_TAI_ANG_XX,A,63.5,A:F,46:24,A:D,62.8:71.0,1.0,A
1055_TAI_FEA_XX,F,61.33,F,67.75,F,69.88,1.0,F
1055_TAI_DIS_XX,N,50.67,D,62.14,D,68.12,0.0,D
1055_MTI_NEU_XX,N,54.11,N,49.75,N,64.4,1.0,N
1055_MTI_HAP_XX,N,36,H,50.7,H,60.25,0.0,H
1055_MTI_SAD_XX,N,69.33,N,59.38,N,79.43,0.0,S
1055_MTI_ANG_XX,A,57.2,A:D,66.50:67.25,A,42.2,1.0,A
1055_MTI_FEA_XX,S,67.25,F,65.56,F,64.29,0.0,F
1055_MTI_DIS_XX,N,67.83,D,59.8,D,57.5,0.0,D
1055_IWL_NEU_XX,N,77,N,72.12,N,82.38,1.0,N
1055_IWL_HAP_XX,N,67.67,H,63.11,H,55.78,0.0,H
1055_IWL_SAD_XX,N,44.33,N,60,N,75.8,0.0,S
1055_IWL_ANG_XX,A,76.29,A,74.67,A,64.86,1.0,A
1055_IWL_FEA_XX,A,48.14,F,60.75,A,18.75,0.0,F
1055_IWL_DIS_XX,D,64.75,D,58.57,D,57.33,1.0,D
1055_ITH_NEU_XX,N,67.57,N,73.5,N,75.14,1.0,N
1055_ITH_HAP_XX,H:N,39.33:60.67,H,68.43,H,68.5,0.0,H
1055_ITH_SAD_XX,N,69.6,N,65.88,N,69.71,0.0,S
1055_ITH_ANG_XX,A,54.6,A,63.14,A,59,1.0,A
1055_ITH_FEA_XX,F,66,A,72.25,F,68.11,1.0,F
1055_ITH_DIS_XX,N,69.17,D,77.29,D,66,0.0,D
1055_DFA_NEU_XX,A:N,37.75:47.50,D:N,59.33:62.33,N,87.33,0.0,N
1055_DFA_HAP_XX,N,75.25,H,68.78,H,67.33,0.0,H
1055_DFA_SAD_XX,S,70.17,N,69.11,N,67.43,1.0,S
1055_DFA_ANG_XX,A,90.29,A,74.22,A,82,1.0,A
1055_DFA_FEA_XX,F,70.5,A,78.8,F,77.5,1.0,F
1055_DFA_DIS_XX,N,66,D,68,D,60.83,0.0,D
1055_ITS_NEU_XX,N,82.43,D,60.67,N,78.5,1.0,N
1055_ITS_HAP_XX,N,56.17,H,81.3,H,62.4,0.0,H
1055_ITS_SAD_XX,N,52.25,F,59.25,N,81.2,0.0,S
1055_ITS_ANG_XX,N,61,A,76.12,D,51.83,0.0,A
1055_ITS_FEA_XX,F,75.14,F,73.86,F,76.25,1.0,F
1055_ITS_DIS_XX,N,60.86,D,71.78,D,52.78,0.0,D
1055_TSI_NEU_XX,N,63.25,N,64.86,N,77.43,1.0,N
1055_TSI_HAP_XX,H,50.75,H,83.22,H,82.2,1.0,H
1055_TSI_SAD_XX,N,66.86,N,65,N,83.67,0.0,S
1055_TSI_ANG_XX,F,34.8,D,69.14,A,74.29,0.0,A
1055_TSI_FEA_XX,F,75.83,A:F,60.00:92.75,F,83.62,1.0,F
1055_TSI_DIS_XX,D,76.25,D,77.4,D,83.5,1.0,D
1055_WSI_NEU_XX,N,63.2,A,42.25,A:N,20:65,1.0,N
1055_WSI_HAP_XX,A:H,58.67:63.67,H,82.11,H,62.22,0.0,H
1055_WSI_SAD_XX,N,58.38,N,50.25,D,57.4,0.0,S
1055_WSI_ANG_XX,A,29.33,A,68,A,59.75,1.0,A
1055_WSI_FEA_XX,A,61.29,A,61.5,A,58.67,0.0,F
1055_WSI_DIS_XX,D,63.57,D,81.5,D,77.5,1.0,D
1056_IEO_NEU_XX,N,86.43,N,80,N,80.88,1.0,N
1056_IEO_HAP_LO,N,65.89,H,33.8,N,66.4,0.0,H
1056_IEO_HAP_MD,H,59,H,82,H,81.67,1.0,H
1056_IEO_HAP_HI,H,50.67,H,85,H,84.14,1.0,H
1056_IEO_SAD_LO,N,73.14,D,62.86,D,65.33,0.0,S
1056_IEO_SAD_MD,N,62.33,D,60,S,59.57,0.0,S
1056_IEO_SAD_HI,N,66.75,S,60.43,S,67.38,0.0,S
1056_IEO_ANG_LO,A,72.67,D,53.75,D,85,1.0,A
1056_IEO_ANG_MD,A,73.5,A,68.57,A,76,1.0,A
1056_IEO_ANG_HI,A,85.14,A,70.33,A,90.22,1.0,A
1056_IEO_FEA_LO,N,34,D:N,48.67:80.33,D:F,45.33:50.00,0.0,F
1056_IEO_FEA_MD,D,53.25,F,68.5,F,77,0.0,F
1056_IEO_FEA_HI,F,60.57,F,75.67,F,77.57,1.0,F
1056_IEO_DIS_LO,D,62.6,F,78.8,S,66.4,1.0,D
1056_IEO_DIS_MD,A,71.83,F,85.2,D,76,0.0,D
1056_IEO_DIS_HI,N,62.8,F,64.25,F,48.5,0.0,D
1056_TIE_NEU_XX,N,77.6,N,68.67,N,67.56,1.0,N
1056_TIE_HAP_XX,N,60.6,H,74.8,H,75.29,0.0,H
1056_TIE_SAD_XX,N:S,71.5:51.0,S,72.17,N:S,69.8:44.2,0.0,S
1056_TIE_ANG_XX,A,66.83,A:D,41.67:48.67,A,56.2,1.0,A
1056_TIE_FEA_XX,F,43.67,F,75.25,F,64.4,1.0,F
1056_TIE_DIS_XX,D,66.5,S,75.14,D,54.5,1.0,D
1056_IOM_NEU_XX,N,79.56,N,68.43,N,64.56,1.0,N
1056_IOM_HAP_XX,N,67.75,H,68.62,H,69.25,0.0,H
1056_IOM_SAD_XX,N,75.57,S,68.8,S,37.25,0.0,S
1056_IOM_ANG_XX,A,26.5,A,41.5,A,31.86,1.0,A
1056_IOM_FEA_XX,N,56.83,N,40.4,N,29.75,0.0,F
1056_IOM_DIS_XX,A,40.33,A:D,53.25:49.50,A,60.5,0.0,D
1056_IWW_NEU_XX,N,70.5,N,60.38,N,89.2,1.0,N
1056_IWW_HAP_XX,F,56.4,H,66.5,H,57.62,0.0,H
1056_IWW_SAD_XX,N,67,N,82.5,F,47.25,0.0,S
1056_IWW_ANG_XX,D,48.6,A:D,42.75:63.25,D,74.29,0.0,A
1056_IWW_FEA_XX,D,47.67,F,63.86,F,57.17,0.0,F
1056_IWW_DIS_XX,D,56,D,78.78,D,76.33,1.0,D
1056_TAI_NEU_XX,N,78.86,N,70.25,N,72.43,1.0,N
1056_TAI_HAP_XX,N,79,H,58.4,N,79.67,0.0,H
1056_TAI_SAD_XX,S,31.33,S,65.75,S,44.67,1.0,S
1056_TAI_ANG_XX,N,43,D,66.62,D,70.43,0.0,A
1056_TAI_FEA_XX,F,46.2,F,65.14,F,61,1.0,F
1056_TAI_DIS_XX,A,25.33,D,70.33,A,58.2,0.0,D
1056_MTI_NEU_XX,N,75,N,84.11,N,70.88,1.0,N
1056_MTI_HAP_XX,H,75,H,74.56,H,81.56,1.0,H
1056_MTI_SAD_XX,D,62,S,67.88,S,48.17,0.0,S
1056_MTI_ANG_XX,N,55.4,A,51.8,D,74.83,0.0,A
1056_MTI_FEA_XX,F:H:N:S,45.5:46.5:62.0:57.5,S,76.6,S,66.17,0.0,F
1056_MTI_DIS_XX,A,40.25,D,47.14,D,67,0.0,D
1056_IWL_NEU_XX,N,55.25,N,62.57,N,81.7,1.0,N
1056_IWL_HAP_XX,H:N,56.5:88.0,H,72.89,H,66.78,0.0,H
1056_IWL_SAD_XX,N,61.75,S,57.5,S,51.5,0.0,S
1056_IWL_ANG_XX,A,60.62,D,78,A,62.17,1.0,A
1056_IWL_FEA_XX,N,68.2,S,75.67,F,57.4,0.0,F
1056_IWL_DIS_XX,A,33.4,D,69.67,D,66.17,0.0,D
1056_ITH_NEU_XX,N,60,N,69.67,N,65.14,1.0,N
1056_ITH_HAP_XX,N,58,H,60.2,H,47.43,0.0,H
1056_ITH_SAD_XX,N,77,S,50.83,N,74.38,0.0,S
1056_ITH_ANG_XX,N,74,A:D,46.75:51.25,A,52.5,0.0,A
1056_ITH_FEA_XX,F:N,51.5:87.5,S,72.86,F,61.57,0.0,F
1056_ITH_DIS_XX,N,58,D,58.25,D,55,0.0,D
1056_DFA_NEU_XX,N,65.43,N,67.89,N,82.14,1.0,N
1056_DFA_HAP_XX,H,64.14,H,75.86,H,52.14,1.0,H
1056_DFA_SAD_XX,N,50.62,S,37.78,S,46.29,0.0,S
1056_DFA_ANG_XX,A,43,A,35,D,76.83,1.0,A
1056_DFA_FEA_XX,N,63.6,S,73.67,F:S,67.2:48.6,0.0,F
1056_DFA_DIS_XX,N,45.5,D,50.25,D,54.33,0.0,D
1056_ITS_NEU_XX,N,70.12,N,72.5,N,77,1.0,N
1056_ITS_HAP_XX,H,51.75,H,69.12,H,59.1,1.0,H
1056_ITS_SAD_XX,N,57.17,S,59.62,S,47.43,0.0,S
1056_ITS_ANG_XX,A:N,49.33:61.00,D,57.6,D,54.67,0.0,A
1056_ITS_FEA_XX,F,49,F,68.75,F,76,1.0,F
1056_ITS_DIS_XX,N,65.5,F,65.5,F,56.43,0.0,D
1056_TSI_NEU_XX,N,77.86,N,75.5,N,69.33,1.0,N
1056_TSI_HAP_XX,D,39.25,H,75.75,H,61.3,0.0,H
1056_TSI_SAD_XX,N,51.6,S,39.6,N,84.2,0.0,S
1056_TSI_ANG_XX,A,68.17,D,54.6,A,54.43,1.0,A
1056_TSI_FEA_XX,F,58.14,F,65.7,F,77.11,1.0,F
1056_TSI_DIS_XX,H,17.33,D,78.6,D,67,0.0,D
1056_WSI_NEU_XX,N,75.5,N,74,N,82.67,1.0,N
1056_WSI_HAP_XX,N,48.2,H,70.33,H,52.25,0.0,H
1056_WSI_SAD_XX,N,50.67,S,54,S,52.8,0.0,S
1056_WSI_ANG_XX,A,53.33,A,42.8,A:D,71.6:66.8,1.0,A
1056_WSI_FEA_XX,A,46,F,78.11,F,56.88,0.0,F
1056_WSI_DIS_XX,D,55.2,F,71.17,D,59.5,1.0,D
1057_IEO_NEU_XX,N,71.11,N,66.78,N,80.78,1.0,N
1057_IEO_HAP_LO,N,65.89,H,73.67,H,63.5,0.0,H
1057_IEO_HAP_MD,N,38.4,H,78.2,H,70.22,0.0,H
1057_IEO_HAP_HI,F,79.67,H,87.1,H,82,0.0,H
1057_IEO_SAD_LO,N,63.29,N,78.25,N,60.86,0.0,S
1057_IEO_SAD_MD,N,57.11,N,74.12,N,77.6,0.0,S
1057_IEO_SAD_HI,N,49,S,57.6,S,53.67,0.0,S
1057_IEO_ANG_LO,A,39.2,A,34,F,71,1.0,A
1057_IEO_ANG_MD,A,56.67,H,56.83,A,28.67,1.0,A
1057_IEO_ANG_HI,A,92.5,A,84.86,A,79.89,1.0,A
1057_IEO_FEA_LO,N,64.22,F,38.4,N,57.14,0.0,F
1057_IEO_FEA_MD,N,59.14,N,66,N,69.86,0.0,F
1057_IEO_FEA_HI,F,63.8,F,68.78,F,64.67,1.0,F
1057_IEO_DIS_LO,N,57.89,N,76.8,N,59.8,0.0,D
1057_IEO_DIS_MD,N,60.4,F:S,40:49,N,73.17,0.0,D
1057_IEO_DIS_HI,N,38.25,D,59.83,D,50.6,0.0,D
1057_TIE_NEU_XX,N,61,N,85.14,N,80.67,1.0,N
1057_TIE_HAP_XX,A,54.22,H,81.86,H,76.43,0.0,H
1057_TIE_SAD_XX,N:S,44.0:32.5,N,55,N,79.62,0.0,S
1057_TIE_ANG_XX,A,80.2,A,76,A,78.1,1.0,A
1057_TIE_FEA_XX,N,55.2,N,46.5,F,56,0.0,F
1057_TIE_DIS_XX,D:S,60:54,D,49.5,N,73.25,0.0,D
1057_IOM_NEU_XX,N,65.88,N,78.22,N,64.29,1.0,N
1057_IOM_HAP_XX,N,59.43,H,75.33,H,82.1,0.0,H
1057_IOM_SAD_XX,N,77.8,N,56.67,N,59.43,0.0,S
1057_IOM_ANG_XX,A,45.6,N,66.67,N,67.8,1.0,A
1057_IOM_FEA_XX,N,65,H,44.5,N,54.62,0.0,F
1057_IOM_DIS_XX,N,65.6,S,72,F,60.71,0.0,D
1057_IWW_NEU_XX,F,37.5,N,67.22,N,79,0.0,N
1057_IWW_HAP_XX,A,59.8,H,71,H,78.43,0.0,H
1057_IWW_SAD_XX,F,50.83,N,59.56,F,35.5,0.0,S
1057_IWW_ANG_XX,A,60.67,A,62.57,A,66.62,1.0,A
1057_IWW_FEA_XX,F,57.6,N,62,F,57.5,1.0,F
1057_IWW_DIS_XX,N,58,N,66.25,F,24.6,0.0,D
1057_TAI_NEU_XX,N,71.7,N,62.64,N,73.11,1.0,N
1057_TAI_HAP_XX,F,39,H,80.2,H,85.33,0.0,H
1057_TAI_SAD_XX,N,50,N,70.6,N,60,0.0,S
1057_TAI_ANG_XX,N,72,A,53.5,A,40,0.0,A
1057_TAI_FEA_XX,N,58.4,N,75.57,N,66,0.0,F
1057_TAI_DIS_XX,N,45,D,60.6,D,54.86,0.0,D
1057_MTI_NEU_XX,N,68.22,N,77.29,N,74.11,1.0,N
1057_MTI_HAP_XX,N,51.5,H,71.6,H,62.38,0.0,H
1057_MTI_SAD_XX,N,72.4,N,66.38,N,82,0.0,S
1057_MTI_ANG_XX,N,63.25,N,59.17,N,49.6,0.0,A
1057_MTI_FEA_XX,S,46.5,N,63.17,N,78,0.0,F
1057_MTI_DIS_XX,N,66.88,D,51,D,47.5,0.0,D
1057_IWL_NEU_XX,N,65,N,57.1,N,69,1.0,N
1057_IWL_HAP_XX,A,70.14,H,79.56,H,60.27,0.0,H
1057_IWL_SAD_XX,N,65.17,N,72.4,N,60.86,0.0,S
1057_IWL_ANG_XX,D,65.4,A,48.8,A,46,0.0,A
1057_IWL_FEA_XX,N,58.5,N,61.83,N,67.43,0.0,F
1057_IWL_DIS_XX,H:N,33.33:46.33,A:D,63.75:46.00,D:N,48.33:50.00,0.0,D
1057_ITH_NEU_XX,N,81.8,N,79.33,N,62.57,1.0,N
1057_ITH_HAP_XX,N,78,H,62,H,71.78,0.0,H
1057_ITH_SAD_XX,N,60,N,69.12,N,56,0.0,S
1057_ITH_ANG_XX,F,65.67,N,65.25,N,50.5,0.0,A
1057_ITH_FEA_XX,S,39,N,67.11,F,64.75,0.0,F
1057_ITH_DIS_XX,N,59.2,D,74.67,D,59.8,0.0,D
1057_DFA_NEU_XX,N,60.5,N,75.6,N,53.56,1.0,N
1057_DFA_HAP_XX,N,73.57,H,75.78,H,63.67,0.0,H
1057_DFA_SAD_XX,N,60,N,73.33,N,68.33,0.0,S
1057_DFA_ANG_XX,A,61.67,A,50.83,A,70.78,1.0,A
1057_DFA_FEA_XX,N,54.11,N,76.5,N,55.43,0.0,F
1057_DFA_DIS_XX,N,70.33,D,70.12,D:N,37.75:40.25,0.0,D
1057_ITS_NEU_XX,N,62.75,N,66.83,N,87,1.0,N
1057_ITS_HAP_XX,N,62,H,68.57,H,64.22,0.0,H
1057_ITS_SAD_XX,N,67.14,N,81.75,N:S,86.33:79.33,0.0,S
1057_ITS_ANG_XX,H,51.25,D,58.4,A:F,36.50:31.75,0.0,A
1057_ITS_FEA_XX,N,55.25,N,76.25,N,68.83,0.0,F
